3333 10000
91860345 325418535 200617978
6592246 584126905 779934412
820979565 839019664 610978186
56878328 888265497 687535196
148640499 134690846 375694732
463552062 162696350 963505380
144264394 971843962 446221
246979549 194775472 77324991
794968216 590518358 414484611
915717346 775076013 107503377
229626286 21544762 827294606
596496079 85560866 321251930
316153755 467719348 614489736
514616552 538281029 964538210
494612509 921572178 330276767
875158180 694662364 136103152
290589654 803143461 861791043
217118512 560883000 396933528
741518519 327728212 940086472
550853197 908977189 70626075
111002046 503419115 671116150
896000057 331698611 872593842
381200752 190321787 781906280
643447736 822867020 163798490
655440923 663797484 884029827
741701083 436500491 76471774
753381963 21302524 541246418
953181840 768288996 893735360
862028884 501595537 184657588
361466095 81798252 640635527
9437458 325395973 456640033
23154623 83306351 662365169
727732317 613214435 731016128
865659703 266469600 46134163
645625641 88825376 453407103
231726309 140811199 476558075
44669222 922206230 36408035
909699814 71139981 909436855
392553728 135591550 517202272
715430148 946950507 983151511
122520434 944420608 713651797
202151181 40809234 997436193
491764912 708769665 644083450
715708081 668705922 607506701
856103432 43771887 43965536
920539063 805807897 468200123
787741240 798044535 675784128
352581372 652347138 8905059
110881995 572189001 909796314
590075785 171669195 160893083
80899442 232691973 438106202
521243000 38412164 356921617
636381941 182395439 603158492
123067140 92820387 393742850
159317568 288950156 277733591
188795084 528752736 909521889
790107210 108365024 685671440
916672695 53253831 196335845
740956362 694541727 656366248
971382623 554852582 8580927
585270091 722958030 312138560
24596328 556667556 635781256
550514863 606967306 770879536
378825582 773412104 275793905
473342367 887757456 960809006
21059880 777112941 754407032
583539565 628068413 813008059
209907390 133344990 127288525
317722685 321087028 424808910
519419130 94864598 419062485
937293720 774412824 640534630
636883809 74004009 160302151
186908286 657578241 150629691
152353968 332516278 634144059
319414665 953447725 185731806
894726244 896027369 872851823
494814461 215956621 76352865
706501711 680829603 919207028
640796455 234035825 184972113
382582908 89957635 273552286
54131406 180333181 198324897
153214447 946306192 313203876
385904561 924414567 28126479
718018180 506037942 210410657
777270675 798722184 838167062
462314424 221031525 827393946
371413140 643559186 520322084
952561310 706317802 91514083
813151901 380497171 847231745
245746720 438130156 694749072
239427071 829942142 558211950
987925303 504621644 81726793
41061686 892250450 840600245
662068431 538974889 459109999
368586266 896504719 473631322
306323944 844458721 307886975
503829710 581785757 333633474
553678966 843159707 529783141
973310136 894981554 149607874
944877103 191137120 176119990
249928588 209702 773304686
934920059 534946584 844726738
440557833 180681681 241915445
96412859 587280793 814332214
192135631 369498706 186889484
29236090 207777653 614406849
355980820 228292758 518428310
968830316 337700855 253527354
848809873 655479826 967732320
677653612 754049367 280435552
319518951 641534489 380926780
366674848 66473888 327346632
388205125 963138257 76487814
628432633 788666329 360641923
637630730 415219732 633110494
427262293 405100130 25153229
330767710 847068423 773289679
803621300 567429044 428467767
878334241 728618363 67146896
585885991 666932838 463880300
584229051 810539943 152192688
629014584 220700585 611130813
656094924 667756498 119528613
470682488 212895297 118175787
245942851 238871203 692927126
55604571 39343914 767008251
765839530 254268675 389129056
116839741 928382891 161039957
765646377 631644446 397375107
71810724 557220012 491318310
214577456 522402674 807442758
185786429 17476801 348527068
406903091 946201435 22289161
169904912 411061015 912009279
22514748 427954398 417112359
915012605 686901801 287465300
492249896 312216935 723023922
711595868 358974215 759304899
912321333 678820554 462365403
660266498 532744655 159144961
784715333 415998959 201852378
836469387 547463460 937274486
833737824 48906949 989144231
263706049 915800251 468885180
427254820 340534383 851964834
785547324 941430453 41857313
550840074 478641047 937879357
392581969 457323893 758066730
21127726 500487823 506661955
670840624 508979772 617444666
420524486 458277533 521446695
927005944 185675547 187303946
832422006 998178678 165009952
787530997 383098366 941318911
108601990 369390091 839757100
953653780 753470642 860003916
475690531 505905483 484433730
127636358 536496851 691472323
349103124 217681765 390351837
604239810 385357928 236890707
795787184 650738618 160078186
539304643 349170917 738536052
107277967 370166899 452371839
536463965 324390018 568922584
858920662 630226933 208241675
484370155 331603869 280184763
434218057 117007085 983900769
967853036 103467956 200770925
890953226 804650772 951601124
924308621 388870824 751920852
554625453 759974108 846601923
854688155 703940355 853939088
641612773 458038440 378056529
737051662 248417110 703777680
316991086 1673291 518288371
397020653 54160092 671187990
87055574 420805748 492853816
753890073 211562648 922962327
356001180 425688249 131536562
427913868 490904110 221941265
928189239 536018411 398070052
679991726 290290114 859126288
462451761 319208543 202858996
733164521 505338446 472392191
205689764 677327275 187161061
777503118 947973107 116678615
723352588 721535828 894479093
867617522 957534488 277822010
579340471 33750696 676013721
285610471 723420929 932649625
541815487 639013161 205992205
257434961 88416607 544689878
672959409 454467805 76038114
286578395 887929662 702848248
720102255 671422835 84177848
993547417 605452151 148160468
406449336 485102927 487805529
398841495 569557897 500585760
541341316 814968261 828475953
523983933 229257584 310428670
77354348 550511831 228192648
2014210 94178273 385051835
374893309 838004941 673275520
658057919 767438307 861030867
887529401 945977576 205493370
964811116 159694578 126436863
250817423 965165536 287681503
878784338 238463542 52228063
752473047 774074196 758618008
525260581 116040744 887737543
333380940 890655418 312150132
719455554 236089438 127056938
450967319 990778331 209892871
785238831 473721891 999347058
793357872 21611274 748750859
381394334 774237425 484728966
430897829 144286978 423443750
268713684 521696660 933645521
432858040 767097262 791441754
14179738 574758536 918701579
90127283 829465176 419179758
415305088 442882821 491532942
620671321 86962539 510990564
621911580 6573049 212146717
621977656 571860724 477492746
560451546 318072436 904266178
416458236 579389893 729406516
311732029 16786587 36367635
935932732 300058840 225204781
128039294 660889479 108877980
469074737 249476463 595568169
311389557 989030336 572822444
976427311 462427455 590468494
112290532 60066572 673877661
963017285 42950650 169210134
865869293 577124025 541720813
124566408 753733350 893477766
736324805 710314474 551543738
543007348 47180258 317667256
96061330 47226681 596825077
66248392 403943250 845884664
387069343 845965958 82382608
995297172 806804295 70407789
956399986 189083908 683539467
242794167 634245268 741299832
883828643 419835877 818832775
442256751 764163513 617280327
842245362 510710134 899598446
47255148 802443613 200521680
576199465 541961757 852518767
709520971 899476155 271029452
56201435 411222278 937938444
660332077 958043403 22508621
45079459 932311317 401161061
669499544 118028768 509785385
906837986 734805776 376976620
978723995 981859119 425424765
450427887 855289156 696379711
165984408 756170385 90310571
517349675 975737105 726308069
852348920 696917014 960267889
961551083 519747010 585304397
922104347 818980512 393363399
818645671 802358054 799555430
894296466 86983209 838495680
638766403 544362019 374509955
213533265 824332020 719349996
732044901 602426474 765543055
855435427 168776227 25129623
124266626 927242337 854264855
56040886 232720743 897986638
678965754 403345767 641643117
106117887 260013595 676581893
167467930 915841651 754726682
595043281 160711029 128286423
644759926 640799242 273016873
298846008 442213708 20099923
288548581 232430262 39309173
935528945 804954650 540856862
927017768 218501831 916717574
806830336 121712040 285355550
645411700 734991754 873834211
718633725 997850214 141073659
639116613 777530018 738386010
713172933 552003066 888030876
722332 117521426 19110703
578038380 509414950 50358299
37151380 920207868 712828155
583378238 75824747 925157312
636376146 762368262 231062963
79450330 119999238 87298668
989202667 273714755 691929640
916860590 451476027 942515021
727364819 499029306 704536392
434690311 810721885 157182844
350349959 362713381 811160946
274361366 525013026 879274021
109218210 769768323 623488560
257649769 237368796 97547893
842679837 389557464 965963110
911952014 331823121 818107465
590594933 446146180 3508678
305095125 42596954 575446226
215851494 487970543 274583834
747081875 533483831 517720307
856798355 342870566 504097495
133530457 829044266 566347183
92972634 833555789 195742480
980454015 716042384 17638553
38869300 18575269 178993191
116819171 757507206 304231115
777431048 276583425 762078755
621451497 22794602 881566053
863659974 812300415 704852493
289716978 490672026 198534391
285802341 222784263 263259103
215569911 242280111 349180322
721081374 92273048 346264863
763260883 705087241 821348328
730658924 143682491 667259986
520464765 429742664 851822073
218736044 779990108 975519901
142071695 838086651 609635048
13303476 69960064 928650029
848599520 67426357 89802599
646360498 88257472 385623817
663448921 674685903 428329659
243698850 376645419 506403706
815827496 872945250 661353934
299478840 608497488 117373638
13398456 46717916 424053167
366704947 867832570 658846912
18868667 119311144 719021096
733359069 863152660 797527153
720933612 850619500 787675775
363737887 424995061 530163128
120989697 444513731 614910745
766914365 513024755 79767359
474518475 898773971 107078844
138515889 223570781 59035477
414155335 579148055 854162301
256568395 148620578 998962754
766417551 942449531 510098489
748895274 763649702 27087551
963240294 807565091 366888094
38787135 914177131 443701761
451287670 402646101 757017072
808975736 546644038 634541734
917487512 694270867 802663251
236313091 653827234 438613686
832047671 704717912 227808100
83412152 114688088 160500812
78930308 438614984 920444051
46778077 426908845 982747968
417569237 516629600 838750998
586640847 885896474 391446070
168700837 125454440 261717837
657049966 465960193 31412750
377533678 615575278 65902139
298152551 922739665 86277290
149427964 817446087 18450329
783667805 426494758 660820152
748868657 685623877 698433748
648751096 818009840 536190149
454157450 923784147 579527978
841838022 865886411 475538150
647049194 625274994 322323330
147201831 42099343 628686152
571715766 454635249 553089305
542511234 832770119 777311839
941754568 641965904 31240616
725571770 405612042 443763893
549087661 397876486 469498607
837541124 723267974 316916258
617998964 149700639 608455525
881535340 969985073 1396068
653327297 2353798 547454266
243409040 48072644 616577874
237324531 787897351 750601680
750044227 928393419 688136882
855884720 303152062 411114972
132938893 279236439 273188786
760491923 493191257 299586174
639120986 399399477 919405616
319441810 174495450 938492165
30027098 160690252 757546002
618177009 506820645 254103376
615553418 511550812 482723981
666221522 311460950 595947995
239065260 310787646 920981701
528875102 77989487 217647897
123033022 231934582 979186906
158414076 329384474 118391319
779440846 951798440 218236345
740253342 277083142 432508243
934342514 919687746 718060529
472670877 984053530 212381280
822013406 819317745 247893904
570734926 616881813 687264774
977084204 69156492 978806708
847142779 824868786 257582809
423078962 360947233 808505691
738859113 580045010 343516462
127878110 376925214 922458642
114552618 510881073 887671723
341113726 118305341 580597204
20085954 257088367 598329375
590983268 968351806 942987641
344201953 661852708 161023816
981174459 798520907 565684622
52780079 816205130 8312086
269450770 972267927 375674535
749958019 798426029 620199890
993088296 79600732 218598064
581206602 596378567 640340837
592499334 355695899 732920184
654542077 452506303 419894037
737915434 85533298 503465632
281841025 518845874 643584478
103127398 405174602 937624659
240047505 987270141 442424300
900600923 88648729 58297942
253940030 386298035 817892018
793508564 345260253 974256666
936643258 924749920 359058363
187985798 756804318 391955754
337500669 805758224 290279659
576519856 595550814 362799108
421465280 289931138 727903137
436172014 192888933 84452224
211408764 457929758 867788144
711217797 967728556 595781692
54025197 82309479 975088074
26858561 697503187 583958908
401762408 597782997 127071733
520020376 776769225 971334926
991280037 448250239 294682330
625560528 976741262 677105400
837119119 322520246 604911687
970589782 207613375 411264048
143480800 600718883 468725895
180057300 166885361 248207
900783478 161637725 688881922
215729892 608376706 413238329
353677058 845990597 719969313
921419213 255949839 77946466
291206497 796293789 808078065
574135085 990584866 54496684
494764327 422945302 127086262
350698023 40114595 561398604
503760260 989679727 124602713
302807635 289186233 857027224
518459513 220459085 319166453
803027428 585804539 892976813
236691819 989563175 128258738
123547257 184690062 973180161
639504034 78838743 752058143
296883151 279790697 615928677
763302792 28582546 201499065
559553734 982963010 521940279
567979330 549004752 482153254
376466111 922564608 29081618
529009441 530300651 865182315
140852644 286316804 207154750
51148360 601903319 812039038
652381715 110028532 22751896
812376016 441449328 78055985
148276989 438045721 560680054
815821831 910880971 449037037
970005830 917679179 566120774
493941309 408768826 991983764
311405331 878106964 906616004
444277270 909078745 563141921
899570881 193284452 370530185
757252855 875728663 882738662
370805708 838103725 496276232
713176205 837551978 655721902
783810907 77755047 621810234
367240405 370994377 282345357
333764752 167737736 863062886
712610759 912560759 285962124
819474393 410062277 82467820
238470986 303433574 950169669
530131519 446668268 979601538
410784258 898391042 705204254
505916078 760598964 203158713
146218367 960943162 483497929
684436445 356128134 527188441
425405551 164370779 517867081
470536324 763652955 817917428
738171149 485213671 704582057
939348885 255391665 389334356
525443878 984360895 987475322
989504529 471037796 735952389
826393158 11039131 342464557
896645654 975796718 241164604
213710419 687956070 515754398
449876118 504558101 746548050
338692225 981760596 812046708
220541821 477557707 394274448
717586780 603041593 242305403
693863090 522605185 307936361
899261127 449558520 607988422
175773436 192966447 819587681
381262296 172755046 943563731
764511656 524893336 682128807
548834360 111506846 742722261
860803552 405071031 980682704
427155469 262313231 810045420
593789226 792380973 326738934
924504347 302209720 445681056
340615777 710759854 772347966
663943300 623116885 87932490
45922668 829088576 289400790
164026699 819577984 39980888
687445819 470518209 919074825
882104077 425719798 358993028
364636203 725297672 513979568
537693491 246657866 92887315
908311049 515510438 750602311
459121946 906159077 936324838
846776188 755058931 329218016
978567330 403810792 879200756
38763907 979025277 204605404
833528876 482071883 407724037
375694808 545654128 249781486
807158606 708365060 194436502
542157577 984234617 606751979
765718358 957927567 885101007
18367255 150926699 14688743
519465896 523804377 323093147
759429394 231179884 442755705
952133692 225225513 872018257
785297743 356180232 461913440
610638884 888624369 863384097
672772517 906480299 341982134
217279708 811370397 67591601
378273916 344541159 69801084
217227052 398837610 649119726
896230918 949786291 80204926
226287369 817458877 980851812
749040257 889536044 717916061
610645488 930896463 622206010
337977209 999487080 538306256
753294858 706540814 661972200
535245331 561869640 711138947
868513383 902474408 312003630
475639327 698482842 841922766
253699334 975441024 946228659
496488727 42349070 374997367
853757554 585774895 326667095
850065081 425770300 197420717
693530641 432975742 395308015
186838419 313220049 26080138
329919986 410867042 448502426
766802187 425861740 81154034
3820498 815960824 252329311
838517575 447738549 18430462
291630401 250309734 441586544
253621002 936768229 649636794
546425612 741111900 847065743
31236808 162996607 488665223
720874774 555201032 284568249
216962048 666260198 252278175
359045991 732174844 892924700
564266659 554024677 790761564
462635113 643087621 115380080
642476432 46673294 488790044
180304325 202233865 181327292
82790978 69276277 933339942
596568527 941006702 502539492
93310597 30557407 906739537
818354700 996221932 16122463
71113 76886947 205838018
881775664 847555366 264127136
426734317 499674353 407598194
76072646 274495030 984751903
427534887 578376814 504041443
355466581 823638628 559451498
918058694 466549991 936672182
791391044 429209634 436617005
29446261 195194006 484070311
455780115 617204641 528750836
547371274 830071122 254229515
521086888 186411339 477098733
229882545 77291233 356111730
98034591 615395455 439648690
496127088 634351407 370861232
533734275 973067486 339361081
205764736 447035322 976071744
863732360 85684326 265712255
303758496 526456539 834662712
78439449 594550002 92841385
574820995 862634459 38589842
459282859 602794535 978473267
536461560 839727731 319839229
199658781 962477927 213726357
308613637 894978528 587383473
917931820 98081124 305222479
239963361 887293334 182336574
722754885 383428848 190134981
659037390 901633884 495678312
69344859 154167329 860131756
679721511 87245628 215137364
678902567 431231947 83836178
33658696 341548364 158513123
804066652 451923480 178711735
983358310 518569103 920132805
441470991 14820530 911408998
623433765 539599966 948450760
174217071 526167292 368746922
537791992 968465589 223068357
602298843 158076180 82607434
700859814 789141232 128847818
350479023 273039546 921394530
884311286 478722745 554178897
569502719 352085190 817185632
653623183 625348460 991237875
209756303 113309824 1245486
200920001 995646848 334457319
91553014 65157331 126488411
664262438 80768550 116312436
640786431 287759730 808685897
998104899 562004934 695819108
810489895 137822960 884998817
736110544 568847761 57439067
428872258 32133195 323644522
516349815 771236014 280747069
737468746 799396572 287154634
168888959 251507225 238983402
162406703 728587277 296417845
953396887 249679891 348167763
825765888 440033932 809202351
290861981 59772984 575091982
599789015 376893110 816637430
600722501 149667746 727699037
75099403 454814780 345065255
433056391 230743964 247712503
727247765 943254984 657124571
272249798 337523360 73977155
451994574 549882807 808228491
726716638 356894290 18785566
689859876 882750068 353586420
267088995 367647664 540271154
851542400 169581624 37768810
161966493 522535547 949245914
477147192 66880668 734143707
64862976 260327440 729494064
191642225 141018050 749360120
317087904 43954361 642178322
855505279 630263935 885603099
705228377 940146941 504889243
509695051 790587542 455424258
666922304 466202586 624896203
892710958 601693336 665298901
971520081 990239339 565404665
50955109 487281943 405518432
942246832 103807167 848169874
41778924 722236683 334697343
833770263 133419607 160730401
701277232 230562937 412443959
399460681 926989701 377424721
229259642 774885969 968186679
43041416 740176394 963620549
116731400 364905806 112682214
206624113 513043462 293642302
783171680 590075010 992262789
532636382 419936551 58541659
234716168 339252089 956302535
456736326 50844949 112765982
200842993 565063195 4244839
820598085 527417910 674937855
80655772 119563450 343994983
453587660 317067743 1179108
382069496 831775642 225777117
349178762 727130677 872027444
778185498 472356424 392222385
951280436 84608085 785127256
548114724 32456859 984630983
90696402 497227001 964178712
367806316 379564462 82823650
611727967 55184622 980278097
42442892 384201808 64355599
103618180 745376353 796521404
250824877 465859948 732505449
849417197 848838665 317352010
242279915 734561805 378144982
622434903 728594557 730788234
197314814 555436696 535225579
329029089 554018381 93817912
371316190 845746970 833240844
603126880 252438691 466829604
947165857 881591896 752575429
810688599 754576246 25752474
474731764 839693139 875947654
560564752 103329570 864337236
374249462 236498820 89003764
18814422 786032877 323059958
500442305 133445675 274898511
139099575 486698068 314380406
132807577 62577669 64445913
606484733 77406106 120225491
59700602 284688984 279954009
229772379 150088108 151106081
159561524 572762314 967352434
767579146 512079534 883427867
858780168 668057153 704485839
80312820 717438437 242544165
526098953 230914562 578429484
837531721 683002664 826830918
126058628 27708052 742848095
889378972 749374990 347320687
179073187 58913257 650506054
503474531 3721354 790532145
682978131 483396801 846476527
6520810 654405208 148277138
684445180 562450999 568195038
388047883 112350531 132283997
180408051 973154251 54029916
894185081 853625950 166468280
881517312 6357733 721991326
661561296 42346649 879054612
543619816 69891123 647389812
359709289 449682941 116380158
106738267 264047148 374233858
22943571 370510928 665613642
592096850 62169965 722783915
267500751 27474131 316103701
960771576 761919554 329878175
668161877 521250260 686814458
764633896 624937059 203298191
824274578 919906169 917805592
909179811 537305343 453044555
546375844 364694695 558470767
374403649 262193482 63062466
779483764 860437444 683421696
75848192 815056488 252698697
620368687 488736294 808940359
443473324 303967522 751037689
568261010 643754076 924300557
465186492 674990621 711138843
579506441 258199413 343733075
755537309 374829218 731264808
632347117 805602789 130405393
988938408 985348894 531350412
128620509 759592525 133274094
560012207 965208926 686655158
944723229 917605898 30478497
737988715 655708689 704522225
112580208 861467715 258499561
97049785 232726420 798134493
449315840 28023831 69848914
94861459 442694459 903828914
387410895 741202383 204929755
873801760 556870238 246242261
751328304 834468298 824694325
880206033 988069273 862883485
679557178 623999156 166623441
727049713 324523694 586685572
285881929 604866576 919021630
948241862 639209592 197791057
161268424 163803706 546565130
526688424 987714248 67382896
796579742 464234540 314827735
554626542 884611683 280383715
479731399 69802343 346658166
252736908 602689964 101776635
655025462 895308115 399629432
240288942 378348847 251548482
826676638 679500714 828790513
930118211 165110758 787754427
665197529 745179010 209052767
687051262 805965041 395764970
496947944 35707774 352184701
997643115 571978892 554180151
646084105 860457133 25565445
146771065 605145141 438507112
484300631 842699180 217913724
394068208 490494602 67789568
107053877 104420479 733527785
161097855 671501214 21052350
510353914 935514163 409916850
55323943 198833685 748854032
78796360 390071589 419303744
210249335 571700786 702257451
573925271 670797619 432449655
163328486 358759412 828381832
933081728 408183433 138198878
955421923 173278921 956998396
891646863 508152358 996762478
668594826 22717901 784571302
951606079 101742833 798773254
907384791 387271219 186826908
306418890 905368650 953089879
192599805 944306953 865565742
626797933 63533389 297725593
713667853 455281304 107999075
804181286 201783042 771384108
773108776 702067567 157753590
196655551 660524837 291041945
921000150 285404955 910972211
26839653 902489533 817577165
779795790 750638583 291192180
715361721 590286398 567729239
607727863 395411918 742178528
730791750 915638569 914443876
863388251 287148901 5101671
159283600 89463744 771991003
157617137 35238475 272636830
774443465 588190051 685268178
255710731 245263040 424663483
239438514 135190140 505440125
113855880 579141175 875971025
963064943 472429022 783159756
924725837 385130572 987639874
414902597 64760453 144995783
151974991 463899579 671268564
877072596 151197219 679991682
459250557 462870571 781867182
656007679 107448488 696021866
744329900 879687428 192822138
728494247 313867496 313367269
920627122 379014823 520555816
832356525 971411284 374635920
354241154 180457955 416027183
230646167 573050219 227556838
95856014 425779664 443839959
29863843 466319422 300389757
106766735 490475768 808599310
233449696 900161872 602636065
180030370 679105877 604181028
602157992 280304059 551389849
252769775 708418568 969273266
957053864 946181438 829584430
870541394 141185099 883496107
614780212 961187315 267328723
973977066 974357349 693787753
600397080 980717977 752683836
239303519 70175667 987761871
809882398 271825815 143521200
649898425 657316826 30908682
274199984 921462921 943169907
451018139 667787800 341895591
621358751 680353847 17307384
918253544 553049075 15814143
398696416 513286817 526578772
213596158 545018238 368765081
415096506 827337438 247106529
483595075 851673999 679263651
546630908 885528832 240926956
329677620 400753633 962885707
999553762 851120434 90007331
434505037 581102682 278937756
929916940 308651732 823867303
950090331 838560836 854529746
901556712 988837684 815326744
170188878 284510991 178925673
87335428 591024776 784296403
704881280 9855052 446297859
776163490 287503269 372392157
836391026 532883984 338510761
816021640 255030008 546234608
201082175 774057471 263560052
577226890 264280918 580126258
553853954 711624577 129113141
757155982 648951520 303104498
122841145 405194904 369680347
721656919 798644527 92542816
832984531 132131435 262580896
343630764 359863146 963308085
254534864 252861138 599928974
232155210 282443913 981806728
22042072 444075928 33398456
287413313 238830350 337526908
70732717 114514549 542646549
272110438 272837197 711568704
998831241 595985664 658185269
612015448 418905024 388947266
92089753 692881277 779507618
560761911 337983920 752325529
305834876 704085275 496600876
790572941 919561409 768302910
525059009 53948816 46477437
649464514 423885298 928920580
218360249 329697945 93187982
250569091 146286639 810838548
82756533 799739360 528234925
705850933 522956343 359038110
523898375 17144147 134878790
444518093 912486131 89740095
665697905 207137235 779736548
640651196 851853938 412081212
774186013 539684557 40788406
997773798 262546791 751797722
292290007 711022652 680358524
601730796 784772586 449678376
186608769 723454260 98689302
940692998 44956662 36436306
94110644 199890901 783090596
368752251 810084192 863992918
914707541 536118600 231034737
955749462 909613387 12360635
485859 137124000 31154699
943787425 158462463 815603030
272164740 840341276 673541178
566101650 999152777 426467398
827909964 613217566 502725897
953688273 897554057 618843812
393712681 526883096 443329057
598988423 762492505 17117396
301853309 603310624 385284794
905812272 722090599 802786542
322888797 340856788 139198599
23547301 821480512 487478117
692517145 135432967 902158088
572078118 598106406 573075055
7930410 878110540 452314683
138089384 235149317 590978079
473326763 514526158 974576504
801343020 403599335 812235987
444676230 130264600 829247379
18132104 958454740 584316215
853332417 480443960 721208565
693059629 188928840 645908337
735809325 796526348 1861599
681574492 749251768 97296655
714485739 212015393 656981342
123642896 455170014 229397751
435539471 461670846 99484890
188169922 476711570 780192119
300102260 378194158 323099352
202464259 742146727 614604161
974379689 873961037 155214178
260820266 282936240 100958500
828032806 775533561 980366728
53886186 867307694 269782312
241229539 991334860 154653372
142992584 370775255 427230732
624656616 664817596 482804364
737039447 358330281 979362763
305402480 688419758 834403308
80860931 826136345 127610116
908218376 591771486 377937581
292349189 127589445 260181785
194605141 521742058 737415999
516077236 523096513 189214688
975165023 797824938 731654027
766946682 553464817 592043389
309480298 712873430 735555527
480316281 683957687 600763175
717838342 965717852 979653114
337147522 666112236 344446256
802387588 312975713 912155791
702767875 428515433 937784432
594448107 710573678 292482289
982092430 373466942 65857825
109739444 987958128 641557053
373823499 390356542 571153830
41855676 785047756 602350597
863986059 366602359 673352711
784856188 697377876 682544335
752753523 590407838 541468341
591150126 106672047 192373160
30513169 588294594 621281480
494738384 241870630 835024107
984491290 875117108 198110133
978581697 983850489 112061332
508448549 497818740 986885149
499033992 534147572 582536357
674662138 939962616 930789077
121562839 27640173 895714550
442134227 103478197 143789975
484297889 463036788 293267473
200140923 498430426 896404665
210955053 65763313 446675463
860096657 364470277 551592313
885107794 481018299 690906045
164830543 740151855 447783506
746042237 402758169 498892091
487650951 249198331 454019160
966464636 925516503 453401937
50613371 112590718 772785852
771231686 135293239 613533102
508911964 595156438 162340080
840862072 631936465 763924834
85733724 451773525 749776225
554803982 214996473 943371193
172205261 992803947 394534418
904626689 31125615 890440266
89606517 995528178 935940993
374267636 680756695 913014680
671121326 612190298 437146201
207537493 885905238 751664498
731983322 673463126 851919812
717163725 78369362 805767105
641877695 301611392 239880134
492293036 36167964 678008397
740656316 229655545 453901471
721082556 91565661 98150485
980825827 727967540 72253720
14338519 158155818 666759812
908331396 998285221 903844949
397050850 883173898 800222226
703589609 520839663 678746536
983108208 777414936 725425749
456913656 940488404 700205110
34133032 629479390 536911709
338263609 32435226 375854566
157943233 634373978 388235849
261347012 222432194 702015661
945727924 803596378 326795382
758556304 546556560 430022427
396603856 795814418 501214093
121945292 301589000 155655149
217204168 551089173 965236514
323427006 209177074 43907023
423478527 68795692 359167017
849809665 533918614 991675053
240783005 989487587 169623590
511832533 2719684 552195317
119228603 958568185 593510528
760235280 805492178 218018215
428163051 895546892 409048880
688690171 661419547 230977136
6818302 310570001 750975234
112998181 724598841 184261853
741415912 783960403 801390210
546998904 325129597 66907037
15388139 748196824 208904096
993200230 730170520 343740831
749470140 319697602 973799265
150996230 686871710 666691874
280974154 168560667 465277961
736884644 260735825 401026607
797772010 123142751 232997970
39807605 461038525 864062799
382297957 294016779 756903231
994795027 96731852 740979459
399500568 829506577 230816458
644400205 534380909 519446673
627429564 177263895 512109628
946183051 901903390 729547119
482428326 463193943 155339883
116618975 970792777 198052896
252177768 474518151 672360496
591174940 373034151 363546842
583490394 217440591 36282067
990250251 919819892 451730836
756634434 990472402 717874048
809859792 585919861 591502224
747488563 727205470 91704909
599248973 253145437 629299182
562082226 193066691 287513668
386366625 296737132 282714280
70773253 216941590 37736128
282053945 880165747 962252826
253378897 314629672 501602543
181004349 914710077 533554570
928499521 531693787 163614320
948153970 933243251 356455481
64486511 854057302 910810086
994345640 888965078 468071717
498543779 482511920 567229737
996083585 275700243 515233593
971344246 996901754 470438279
618006017 748891444 648279064
703533066 770847251 933473460
426882092 702504447 922206797
777600877 563397339 838370713
876386546 840870035 52769434
262047318 288265208 578084184
958012281 267236196 675073637
3328725 316509415 731046141
254062707 552681478 388451798
480086158 244210869 890604332
258736545 205827289 812784524
633673048 469052474 369864538
815652436 510056215 69784083
211582514 904405433 652967390
323039570 570901109 10940622
484187813 360241232 243701725
730573521 996508451 344065694
211916752 881098958 468695328
848961655 863963479 523434690
87297475 860764286 537319226
868817998 796342079 882478322
137527385 554294469 94556205
375077870 213330590 713684929
2071267 934392305 28722175
425847362 555999296 241446709
587251829 660291459 623349701
295431650 924416019 362923988
652495555 545482159 194109764
515875276 77697197 921296517
68430350 994879318 981839203
442331048 123681219 455877031
631146948 700455031 918684104
179955820 771472736 848924576
479918761 862697149 865808272
702782313 432647827 40568022
690479803 21531832 663468251
266690735 628339370 412121237
683684855 996704603 684092151
629545994 409280465 393319462
174171054 805694452 54099305
930370328 658964068 532642650
332541068 545283709 437823331
708663972 368137411 951531200
253515709 384214196 322700792
353968690 24036221 991258649
285033658 991780744 451334079
551758953 932402993 329475899
871395700 717327999 67098826
790249480 172458810 152193055
173604243 716384769 123172395
842204813 650580383 958444123
97877780 311097216 453324902
101955736 493345465 338812261
420257915 555516831 672117828
523273667 130118697 66792180
395809985 309348436 901620181
840357385 105745757 446953967
496015583 461445354 957292093
540058394 829411395 131357647
268324041 827308695 709708885
206551993 626828252 428986497
914517455 104932232 266611129
758667305 740948037 865452289
740234077 675536812 155909508
994584566 771298718 264533134
485753969 614793747 9132752
386754282 751268 654163758
659297914 469979156 664264202
745666097 459709036 447904568
604410264 485619400 761308128
826185250 935620723 827544481
245062972 581984429 785884707
407291962 453803550 72397431
951170872 172105918 89346668
54286447 694423918 372808837
768884452 354280868 242032629
606255278 287567117 402018975
285721122 303020661 812126193
587265361 747399268 828802257
976073584 511394082 555588999
972160227 661848200 45996795
894416565 664808891 544069972
117525215 59857168 819668433
299102841 225620273 794813606
211560592 865985223 667404601
402734944 235983132 203772334
562445388 640052975 436691106
654981288 847538211 132471615
704731556 5674468 160421639
136854797 154487181 462740153
511352101 87346680 624209403
993643544 722264490 430774926
778370937 477112220 622174731
267725366 449535409 31940250
668523191 996891818 823178013
730783675 55864846 201796709
10872381 690897823 191697307
978821914 2786283 260767409
115137787 197741415 568660836
384483172 671676053 146479401
138473529 870224218 713485700
