99997 99983
-779146369 254538654 561110794
-284024346 -712902009 -759586661
-1017733428 -889936618 657971972
995602241 -319067193 339496342
927958881 828911917 857452924
690539749 -225580534 968581833
-116522707 -529505802 707971010
11682297 -783588893 708796639
320420098 240477118 -396063748
27936867 -13712418 -259517779
216117774 18783094 -309827046
343853963 -552062953 -949647826
-872908504 734446698 -745570295
692166989 99241460 497663745
-33418008 -41299789 866324625
-807853454 -324059063 -361503370
-127947666 941868499 -654762007
-371187979 -707064270 509162422
-475446238 -487335514 -425343932
500380185 451846370 -67223050
142421090 -572134907 754257714
-263872107 -875257726 -184031183
-555965544 1053915018 433140982
-1004480284 -855880237 859335279
540593533 -1022252117 391296012
206412945 -523684998 328756474
712661114 -663921565 -343444333
-417932783 -523223334 -503317864
863316451 -862875676 -724770429
-872368177 510994330 985191237
-271411841 301747995 -919008050
-713419562 -1051395787 1000259305
-302520930 -730129122 -826280412
463398650 43452266 -398199412
-1036044204 440068744 -18806711
-9462454 983621996 -340698652
-625252311 -476625770 913565854
688393557 -997748896 569884566
-529031511 876477657 -635408795
924683299 430387154 728022170
375760054 -963783865 -535936313
-858173005 -266950442 -107387609
819945391 597189672 1015661481
-152050491 576377248 -286170075
-118868428 864621929 -469910604
-261478864 -93912763 704397724
360929681 117809317 587899677
88426710 -387518713 230228201
370854466 -859517759 439120899
535035158 320872078 445923524
135105973 -696810959 -120090408
141264878 -886634849 957141594
-169931491 -225015551 342693046
-276003168 371977324 -277222227
126820619 -724413923 -839392180
1030951668 1059413991 -781513855
480422048 -345910398 -328627923
452830436 667153135 47790389
239511139 863021971 266072939
-111084899 53944450 -838762455
-1056152146 -150760183 952338941
1052084743 -146298630 -806425179
998175571 1060828665 -229258484
-288978325 -472995002 -888876489
325761473 148079009 -905501044
489675 2814139 497381901
-981796435 1015315149 121130878
-903987925 -578127754 -281284497
-883679205 63984767 1071133110
-570179210 641194803 -806395514
-281412140 -93962965 521478785
662899635 270838404 -624550777
-85082218 -315514233 -578745189
725325795 -885022709 495104147
486998674 771536027 -985818306
-316899486 78893108 -799513675
540643448 910935467 58578793
-682569970 -408281454 -489916440
-834522638 -853770596 -1023350423
-819365550 833220552 -187068165
-682230963 -494586619 -989112408
1069664198 -457222323 357877745
344762656 -23007327 942777196
-755982016 443889136 748518094
195037823 -938567152 -231421205
-37930255 -615430791 698519233
-215797411 -605715484 -854660740
596821190 -829138689 207839015
888594567 -872375232 856293558
-367615766 637147038 -748216247
-194466163 180090430 -951027458
-382319455 1004443232 -260232292
221442686 -731670697 -777483178
561224432 806554658 -356577191
369027916 1021945203 -277126953
540145572 -123287324 580524635
1001135142 570199683 -697242137
-292274164 -185397877 1000753752
-1034616051 -720032162 -337076961
-1034985796 -435636699 408965469
-114833297 331453333 -394066829
646451564 163810616 1038681117
-262161306 770175589 10918268
-1032215250 669068281 -1036095844
213031590 1003343270 -162969552
531522186 866868363 -267348904
76351359 -701461433 1010204345
719177308 -937872366 -900223885
-759752678 -246568278 60200215
-831707293 1051988628 397701149
-471910357 584369394 685088521
-1023343166 -20334318 -240648647
560125550 -247864750 -878025567
-503181187 -861506372 -406761316
-763766759 949356019 754447
-723655222 741913558 578175179
391042365 987130868 -574839062
-481072223 -885615448 221339843
385884537 416999069 -274763372
652347579 -9166660 933677134
264809913 -964027330 824347900
-668166797 120474268 -955944874
-379568240 469175431 -386446779
525067401 -706379015 751885684
-352717167 49388376 228749642
-507285205 236588406 128670415
-908192692 -483234543 -262893528
244500095 -525832888 -704627591
98631449 -736357424 -670510099
219180254 487674273 140684157
-333840212 1047722223 -877692519
-878769068 312025000 -602355431
253627108 308474834 127248617
322009828 338760247 526817575
-856308713 829133298 124332436
-1053521830 949044731 -620873282
215684594 265550057 -571301827
809594796 -587065075 -852520258
480628543 -714361959 -569994006
65100573 -233273620 -777264647
-773222684 -828352660 -1057017117
826459830 -726172343 870447955
1008794160 496820918 534840441
-232876718 636712243 -567417367
-341370618 419586048 323100511
215721652 507434315 116834629
-11507666 758139506 608767131
470303226 -748094555 -140259772
159435047 -154924596 -487185793
-557153849 -227472486 -739607551
-770509268 582186448 -271253621
-436539129 624481400 627249629
95198400 1030044206 726928110
-629172916 179548145 -706993205
630541860 -531020630 620413725
-805978507 -282944191 707557746
-524470828 278960430 442010791
18169246 241300873 515172221
-341557716 447412181 762411275
-763370318 90194007 984591412
521991202 359473489 -790942635
-439923696 -34367301 -880742820
-199906620 438320795 -645423770
-810931126 -533771320 -371003287
315709926 534107232 -475435157
-242889690 -630442423 -577481280
-871871842 1047112675 -36706768
183845976 -468254290 352110076
387967189 608534248 435614853
649667761 -722152759 894057096
478424729 231681424 -1059018593
181653896 984203248 250666017
-880173346 754517900 -443564867
-952415528 44562013 -102813538
456215655 335533593 762749680
-564298534 34917725 -437837019
127873505 135424664 -112081568
144679873 818194894 522202044
1035762346 120720837 -478089878
-321225139 289991 -907239175
277540931 809883097 -189960990
-459300229 672309051 825530143
999828476 -82294298 170130855
698346409 438781539 345891260
-557223458 305240235 554868178
229902065 -31391653 -473382016
816466262 -407802770 -244958898
317273867 -354159057 299502275
112931775 -810409042 -439239560
536986418 -243053284 734121304
186674931 -474255759 -506110152
673059642 480709824 -237902667
645095624 -125622412 -520907048
-170446227 -399646825 178216181
-913029749 -720811151 -455209984
32800520 923821779 1002843863
-692467871 910162021 -603225430
149403957 268363586 -249374736
761081420 -757419681 298861881
-464062225 765152964 -297212025
789847512 143008588 31896414
-920251136 -103346525 545307810
1029566037 -990202394 -414991649
647487560 337788105 -918647364
607944962 -706879078 -1016639313
589046233 459539983 -483702258
-617011648 549559939 787049077
-275174094 969807414 363836158
-860522153 -567949856 529409898
931995924 297746390 -945783026
375375414 -949961684 306264969
-501098761 -754181731 -761191956
-750774426 -387465226 1011990198
548491562 795478365 -24239306
200630330 -750499814 673131273
-475404020 -470509775 -240722386
519747176 -71259361 869375218
154364588 268666304 -89754547
840201422 309553700 838446080
-197905843 1036707972 -404617170
944003374 396116716 349636534
-453312378 -503318543 976644103
384018521 828350850 -673997080
59846505 -174078139 670997427
-754515605 620126346 -966885586
-405108271 -238452247 -795267480
639557318 670773426 -887130914
-866113356 -801983169 -195423244
-1003540247 700679947 782380534
1023265758 394752606 647931712
472832239 1071844500 689707735
76245495 -190653723 -691341730
-172790659 100257214 206671255
1046982658 -11110766 -395821240
-979684155 -599333101 -635701727
940728834 -306462696 -789137624
-859680195 729775433 -237944080
-357355185 -1041407573 6429868
-643133829 -145112923 -328064786
206687439 -861145734 1025198438
-24086747 -641625919 -282481670
703126802 973234795 72890125
-1045357631 -1031480454 555942396
-60140453 467279478 -436455500
-812966964 -1054297582 -20650256
-279788560 11052117 1001438119
-217559765 829656985 636567973
315387137 -697852803 630882312
-764190234 -435316856 -654676886
717276495 712352329 900630774
637929301 -613963763 -523154064
412529193 870099232 -456862469
850551170 372248356 -336019192
472094301 -1048513426 259340084
370792270 331312408 -600360963
-519886084 -901773584 -363199573
901896975 180235252 -584671985
695299627 -655136085 561616821
-800515576 -305188077 139086984
163340841 58369867 -645964449
96786773 -679938937 244602172
-792752317 843105940 -630481014
-526359444 -585563171 216571314
-859732788 350413599 863643999
-274562142 -537168356 -229320823
-86402335 954359666 397637618
281966100 -57660658 -262885155
-438752607 251907476 -722291780
692934764 229873759 971377735
1046135193 625475511 -858527030
-256907005 980566025 -481794253
562481231 383408403 48173308
237055999 -253939357 796517051
-435558950 -878801045 246360118
-725430923 466299844 381236343
-95428909 -388757065 298138391
-1073522969 44530863 759385844
-349652257 -719467947 953564768
-244605973 341038494 292359809
-128298487 58905159 -929394245
763404736 -330199320 -539115781
790710847 411650377 391796593
-179579826 -792803816 -407694826
-825111831 38218221 -594973380
-114853826 -363718434 -594723606
392327108 -596551669 719576710
-154573083 656915897 995424145
-864341300 133822088 782716952
903960511 -263737712 -547752910
223443439 -908726060 964475765
703096786 -882632487 468824249
-44976454 -227342264 -387592700
-343320418 -984413398 -402528753
775090361 -138351468 27406427
-937693314 745813943 336192722
-795290863 736059030 311118743
450518768 -336267112 -1013472583
1020952510 522613105 938997624
-1070470056 531430673 824545909
-565796103 -106241557 -135359729
541001222 -123979727 -745713854
-390743161 1033289405 832034105
824934769 -250129398 -498779055
-908755063 -244622503 -595541671
-661931933 -275464418 845982162
737779382 -498163036 -1023873685
-350126820 -596777333 -848786817
-529679690 190546723 -342349788
-296522065 397159796 -362610987
548656962 791303911 197464988
46032963 -10462811 -174617254
-260537856 746472676 -717038194
829125089 735555689 647731335
-1025028327 -865239752 -780172876
542277806 -485699818 -292013462
125127460 368934196 -588521848
-394992376 -431576334 281895384
-180598678 851581887 98903461
-313409288 -962420941 -723789257
-340641055 -742510058 -344419813
342633004 -80219048 -452766640
-1024025061 560048292 705899774
761720860 -608182601 678102079
-383343181 192408401 -305593733
-121216326 39392844 -555030236
-307878074 865524846 -715921304
145786369 483351991 -659790654
-447370575 -872866122 845875250
-894866883 -426777072 821770573
21428551 902418802 696825970
-144194749 133452849 392602973
-497958818 372022708 -223944519
65523609 -691226561 -344502846
589260088 630408174 -839431774
1063001128 147722890 -1005297600
174167152 -112657418 -629164880
226225981 -402412214 -849621906
-775370026 616935367 -251992147
-887560978 -785740162 -642857892
-111114148 115248716 196035588
-769100515 218703205 293422204
-835068254 9827729 23268867
1030383526 -194748984 45474588
-420767043 692010785 816191094
-1038029574 382864403 602259812
627782828 652569294 423979183
-689281295 -573645282 815035675
-122719480 1039329596 -911723913
429850154 1073104656 734747911
1045224892 61700474 -333346873
-922013275 -35891131 25926837
-779832815 265031679 852095140
712399840 -886225219 466691807
-467464818 545796805 -1071726713
-350682783 -2220347 -407562144
950077157 -481289565 -916090021
258093833 -1001400066 34364101
-1043986857 -5994785 -177617619
381255258 507285644 -26836992
816459390 319662338 -153008922
-493309789 -563656998 635010515
405786403 287352190 931829768
778108445 -365584698 25341282
-384395225 -1048439991 740875180
-303751725 -499562590 -584813710
786265535 -768756691 -618804811
257263210 350652204 782106888
-944670560 -762708482 -426079198
-843881062 -230208706 722648643
418524139 175309535 -508346262
-118207707 -563575762 -360403302
-708557796 -975705356 -190818550
-785553368 199429545 -974627247
261330523 70800176 546481213
881573510 -881552799 -1042933995
-753979367 7944391 -69535802
158457272 -50433470 -594843364
-584881401 802533731 -265086402
-691075999 -1031779767 -233114627
379860795 723281998 595890526
-333883489 593744 102787690
67180062 535078828 36857322
-478019678 591357931 517880411
-154229962 567067021 -1056061244
51563105 616258792 253203876
923859969 1030787735 -562769423
-1025247009 826626276 136630117
342549686 -44596516 218655428
-809792690 -1020674592 353855604
-508946542 -748721422 88400566
-150024148 83883677 -800089630
118249123 -816342919 -380208180
44043847 -401113265 -930488353
-827982522 -394209181 -119592802
911988879 749891350 -546186253
-273605714 557637481 -1069817483
447512265 -700554700 -169848694
294194165 -417818356 -881424042
411833216 167092549 -1059475342
873906289 -856005977 -431110458
-972722337 -327564204 950909997
242210145 -562857388 -511832712
-150961673 702334030 -363418960
868923824 934070444 -289190939
15814200 -392033130 -715167117
194997537 -287704397 708374770
-1539372 615690485 -311959834
-767626774 -987798940 -708671909
1018560124 -415916819 -314320976
-439391540 498571918 -607856814
-651698982 -929225042 862973396
-357837460 812492977 450915168
523707557 -731243510 864072650
-937777315 -50094302 944054880
-197018200 678656710 -896594116
93604570 326622046 948298901
-458663736 -325426497 46384198
99111672 -334512417 263492070
79360365 716037677 109839382
-278441320 550862318 -138798921
1060373067 904849102 -912963250
-691142128 679161789 -949713896
676136119 -257768019 -275494049
-225693670 -914997920 -621823851
-110405897 566439993 -608553341
646519155 20522455 -393190313
-666681564 976260267 396121831
113371063 -39681551 225470538
1064368759 -734584884 1057619647
-740688323 -459700697 -90291490
879938224 -683703356 148342620
199068362 161040598 183263307
-983166326 88563741 -443044761
452102131 250018614 -491323215
-980785252 1068047069 779041257
112278706 -870321779 -84612826
579295243 -211634127 -4952285
23928985 812840304 423146187
-436266975 -794204324 668286131
-405361655 589942122 837988513
843085277 -982539704 20003056
-439123141 299826777 45336729
708836970 -576568731 -491180567
-491023277 47877293 -917331446
644059646 -775937834 -161535726
-1073537331 445100951 -393938243
-791229842 -126139828 -160843255
516412742 402704954 -688349080
-576059373 968279285 -650752781
698863551 299518829 620882984
209099080 694139645 -336962107
227589795 -1017898756 85317021
-595922906 824047668 70922310
525522712 369007798 1014863632
-532716364 630721046 -346023568
-226820207 275174421 139865252
1020906027 512568165 213669681
-998350007 413303348 26996227
-196583370 -902401249 1002563445
824658094 131302643 74431826
876297789 -478071742 -944558639
-699987217 467877130 -902755162
511633221 470366074 956741752
667325842 627403586 -462877178
-1010671725 -954252990 -825646798
884973065 156580485 38049813
488872370 -620860264 425838011
-5452944 -87457705 948831900
-602469209 583360512 -441284711
377614251 489840929 578210926
-507246311 297391380 -934576316
46971314 -101161977 -877246227
-916723810 -79131478 -541474826
-462558997 -1067436234 828063916
-1033629749 -452319097 964641876
-39330606 962046602 -992997257
-641803124 229342997 540272030
-206254008 102433377 -993561148
-322088786 -540447260 -832820222
-703569205 614231783 -603673389
-958633480 -177324716 -220010050
-764628671 922931841 -370581756
-922996348 -878665021 592779867
632625679 -1033825197 171748647
378299752 310852986 -515519480
188470477 155124609 -584116440
-1010845146 -435460173 -1059031797
719598182 737323439 511647690
721612852 -665483743 -860740228
503749101 974140091 -952613786
-763482659 553715361 336710466
6455777 -966026332 1040623114
-1054918436 243863699 782038417
-1061472198 -854736142 -506799868
-874731652 -949319270 -252118763
167179251 -1016946532 70597423
-955968782 -1043732533 814100
-1008399885 -430747296 -253448961
-884771773 636028375 34837324
-940815604 606300567 -663370953
-661254697 -721024294 433628403
-979426622 -75028968 886523012
-180147853 -857807533 235587134
508541807 841928975 -340155109
141987474 -228801942 57698536
-19346316 743340522 274067472
757059406 -128835541 673981458
309599677 -215501969 -380414593
-765665294 696034781 -284059042
383059991 -390759362 -954290417
-642726114 -1011735911 367839455
372287441 813571631 -115682876
852799249 853190926 699586092
116273247 356354918 -832010377
689329360 481328852 -417280256
762013012 757232433 142534992
-597450493 407888328 -673092753
24189944 -139550630 -930597351
750717609 -683121504 616613078
-590648307 -954352948 261083331
-144928173 276744014 1013815487
635183742 332710262 169399700
-441264303 123426002 -430001109
525906422 -26362002 1031417562
926164532 -780845785 481175722
-734928842 -723999342 284723631
-886358455 1026056298 472754877
244391188 -125170692 122440913
484764384 522965292 735985076
994538084 448812689 527346235
116780109 409210385 -102338854
-1062729093 723176836 935556808
-559823493 274637927 572711754
-646852666 89834828 960349621
-1064789783 -617652693 145488448
-894875990 -945006710 1055665663
407590134 632879646 -539169489
397354385 792602049 432413163
117466750 -420107158 -996320475
360500227 -407957769 560438597
492724949 -995596716 -931385539
-597619259 296370755 -534289675
955387786 260901116 818210468
-749592129 886710490 961160107
-343721103 -427142851 -310218515
-352180489 -274677539 539434745
-157410316 -1029053867 -189202096
-857106970 917149913 446663039
-671771809 446362694 -77273304
-544675201 -189235372 5682917
-36840449 -941903289 743852861
236631870 -686365806 -227259255
1062234398 -644735834 -781191977
348605394 -642075755 -481489179
558852149 -1046156894 -931366581
854367127 734130654 -806185004
-118128756 52976314 -1060446020
-945350406 -18237874 -444461339
-34011685 310747371 -63795189
733670429 -2255850 828373960
101680493 530969161 1000327668
646609273 -962872670 -686062570
461450536 -477531135 -889717199
-562221546 378593464 -956102146
-404375155 -404287212 -408876083
-512619401 820731094 311336618
-1046461648 -571188983 392863180
746944400 724128246 725550664
146127894 -391842456 231952654
-367903885 834925654 -567403879
-460420236 -160396197 -926305845
223691432 -414501434 497310269
675633874 383780008 -833131720
11254282 -718117996 -964941363
1032856721 -934937156 -243303251
-277613997 -753152942 749546085
-355445771 -524758643 -1064472896
-553955618 507202242 -610968691
-10135545 995523498 52490228
1058674186 665562092 -90378525
321458779 193783837 442792853
-282193487 -1010240028 -1028771962
-797769771 -411004349 246704431
-490377840 -800790821 -343375823
714956047 819773868 841604874
378220368 62162339 834185045
-331073917 -629550634 -181202283
-436381035 639042695 755295846
-708284142 -755315804 -350552358
-938003298 592647010 -19388136
-523046166 192079699 -993670813
831954998 -584547807 -418636030
76545083 1032300598 -407190303
-472315314 879567376 991889976
-1007957016 472163208 -275971024
-603539917 -83496060 -620494814
-603038716 -558578141 -599854199
803468817 171879950 497893897
-728342525 -269937273 -1008485864
41885251 526709077 440663465
776628346 653194411 -99838694
-480766951 -791847346 -379346347
-1017523264 499172586 297466793
903985748 754499181 -933689298
321686282 700118267 521180025
100691820 -172573893 155551759
144481599 1016576678 225708276
1055844157 366020469 -479427920
503418637 523413190 176546042
508011796 -111517513 -453410079
-963952734 -95624888 -989873491
-333183690 -798601138 932054930
-642672693 -927503475 -296577937
-84186955 -926184318 676158286
163823982 -67878359 -380534199
473464751 -51124512 710259123
404625416 825129450 -296646058
-15460961 276312870 609219948
80148815 -643777312 -579945855
-763320858 -8829141 -899924464
-781098664 -650481641 -510814745
125976261 -846369798 -89839806
834484691 615671562 -164197051
-172579975 768103594 -512481624
-444130003 817218458 -214069114
-610358647 481208238 -1069841228
-878893796 192003221 -200075696
102662357 -919236119 -528702917
-792294695 -622480995 763253981
840223418 -107584124 -830359164
-210341096 1043706052 177511325
-266942872 -733519453 -385741322
-261935786 -316137982 603511713
-916486920 887061982 4780511
1054061667 -606212172 -855891135
84316080 370173929 -95621228
-887655048 -998956235 -560997022
362800714 162611670 209904201
-277631708 267003787 -502494609
251265049 -785629430 243178324
-168225565 773634661 -799684233
-705340743 -594723265 983367973
-547668227 359780541 -528094039
767446531 -535354227 -165935173
-885824053 66303090 346721171
965985628 173148250 -892125193
-130694675 521012333 -555318236
817315108 445705767 -522979594
-124206224 583485373 965829714
330112620 48410363 698072199
-161716340 879411240 -1071949945
4581452 -755204881 -892213043
870617259 84775304 -512846307
237598488 -17300517 561690693
19493795 -84465527 147663960
972433464 -556371731 749503937
1004445885 722712860 -101415247
-830311217 352068930 -980867406
304148309 -677544718 218827257
-22494890 -242538193 911727902
910422014 -917133732 -550070829
111364205 209704872 518383273
162739160 -632078911 -682056691
-124172728 -685434069 913376594
-625035053 326737979 -626446983
-412865880 -572353760 -16545066
942483387 -892920499 891712766
-715637602 -921670902 -135119474
911049810 -770970178 477826048
462370444 -882437670 983513223
-768791217 -225821275 -38918961
835866985 -958494970 301287259
642978243 -451424246 215252534
-194094627 544623410 332688557
-618475953 -764747683 253903494
-52816222 -738990712 1059615390
603514980 -833742656 261124707
889450858 899999800 -299141971
43253856 -935988199 482929317
-442264824 -805101058 -217942461
-705446193 990579405 -944206921
-949219545 -592013100 281002446
965131187 -221008937 366674912
523903657 1065520002 -15271575
-739072511 914473312 435455054
-1021439554 329699401 -166484773
-921100750 1027240963 -597393276
-516058737 1060093923 -937020191
248934784 -411443558 -320052965
532647240 304807378 -148542055
620835633 989521625 727838513
151449332 -275663859 557666130
124116615 -52358346 718724399
-420776465 898920218 -818315578
752548117 700443475 -237557746
-899445449 830325894 396500329
432793228 -456696073 696333025
-559833662 -675342016 349839030
-15144210 864488712 607493104
-279542292 -344672221 -687452237
-305051506 -1016844167 904203623
-231848985 -143980606 83788403
451141125 989726845 249815003
849033301 938228808 -7997514
838477958 779776546 -569956423
874520591 998533284 290381791
919801391 -455269711 445353833
-74893953 -695766025 69143047
723920585 447066119 814885578
131586143 725649055 640216532
890652319 -109355694 -177300764
-852137297 1057202810 -399440819
-597782641 694044355 -1044619992
-56822546 201285055 48279145
-765750228 -942207500 -159947070
289472473 771206768 -404239491
450626476 63277979 391262498
246374956 -551839992 -756206342
-510189469 -134937621 394665006
819002971 202239457 -1050104410
728917157 -519092511 -617634437
-896292387 -453879912 -580155581
-1052367939 -356391905 813957089
-177316187 -589989571 -32999881
49520331 -295435515 987378348
-518844047 -213663321 738597078
569668840 397573223 82605218
-19700981 576041271 -596927544
-164635983 377027088 -837620726
430640418 -178157448 -302451114
-859143984 194126899 -1044806939
451837036 366360293 -1018953828
-358643438 -1025782466 -358799513
-745248474 892887718 386227124
875817504 138935130 704462232
913864198 812256168 1032923404
-504375535 733384594 285874439
-1056640883 74504990 934338276
-154846789 -891101100 72059528
471110422 -262243180 -797824485
-329858414 -854914541 669299599
-211057441 -255437592 336378932
-1011057432 -763403050 -1027971655
-765894745 -89811286 -765684437
-163211481 -388277061 502997317
836704893 693676221 52563840
-19932575 115560633 838958617
-389913220 274103332 -603900255
371567289 259833952 526179366
144102590 -290681531 -861058449
623082583 -171815702 870532728
38144796 234361813 157878363
-466050485 506978543 -238344822
583427115 -142159882 -424133241
-855446608 -321985036 -403076753
-760973703 -253621388 -608888298
457220818 -54911841 34104171
-397318351 252409582 260559909
-921924504 650693092 684108554
-717050978 -437752496 -223102887
-65195006 -731800824 -571293966
-877118830 512278334 -682013998
726392028 870121755 862722056
660322068 -63261782 26762528
-515287503 -523451931 -614929248
-23145142 -471335910 -370607090
-943071307 -253075545 200458864
-1015951266 -701389794 918501510
229236870 -260094700 -503204027
828765368 -487618474 631132642
281492924 478789791 16095339
-778275012 -939231211 -37155235
-953526361 -146965532 -666599290
-666672792 933458219 929361692
387013650 -956484546 431672622
412408886 45372510 108996363
602643697 -667053053 -199349466
-734843010 967406126 -782816827
-291396061 350284567 -408460282
-739553618 -546453733 937521557
-96305200 374051799 1019766050
-966462431 -1065938458 1057975404
-445315908 -311976046 -436590176
-1061530589 -220373128 -718478858
-468292662 -809409918 -70549760
34748871 88126400 -412649923
-394295586 -450305347 259842505
315195168 -1052456595 1039843613
-346157220 322985251 865360948
-215969720 731192929 -338689487
-466384237 944188465 663455796
-217159994 -964052153 -298678685
144144161 990691177 1062648178
234290823 -190149100 584877162
-123607262 -753746089 632995903
232078003 155952761 -533886185
520473373 -745232314 258398083
548773782 281511558 -563633876
123723212 321683683 -1058492522
503410258 -759993791 -596052387
366604499 -280840922 784835501
983848006 -959817550 -331056386
70077531 1013669395 -924709274
-432543026 -502977741 652180647
-134215571 70420923 -608859475
-131484589 747784288 638919474
645049301 -525242078 381965531
456686354 -952465755 -610681916
734581568 949653649 -510318303
-49209994 222689305 1016551362
-1029893462 128188430 -933474409
78259947 -983588091 -285465994
595085591 -785784360 1011425246
985731448 941109148 -749561152
806572973 -433934212 1027717103
-770988999 331478721 -1062864974
-434934704 -686397300 499442795
395599200 -238642836 640404676
-66460800 -473245037 914039824
373161422 -1048060450 785120460
90808905 -380570473 78839248
302128691 57544250 -752977019
577941168 -393346999 -17771814
476925859 589698843 941355011
-176297792 -522750731 826028137
763146200 -173463448 617430662
664867326 21316548 692460872
-541015025 -861804437 699300390
-421587423 141642183 55980747
678289761 417065229 317486084
-606319598 -38840927 -532635024
234102591 -102307334 91042633
-1035292510 542128642 190487076
872068740 515270419 -346859628
-471907818 -163961326 1062707868
-916833802 -521296218 -843717209
8081188 661232113 331706339
627298120 -672822335 805411104
-760971433 11059944 1026989141
-926225172 -725705235 324868688
216376912 554869931 235566234
856263165 -109153416 -1041452349
644954320 -246518408 1022708973
266404344 -477369519 -380223913
-992566903 163634043 747885603
789361520 -966090698 -311474614
959459545 47271873 -585820973
-779483648 -772336968 763428880
904215469 370973561 332943104
294639966 -842403724 564391330
303236146 290354803 -513143791
220013882 -1019691136 -8519260
367912392 1018655578 748133638
-77304615 -699036672 -109181651
1054541736 965485790 -119885545
-668254151 1004260765 -289105089
775352546 743828870 -20122939
60675270 -652364875 748457642
776510213 -90812245 -69380778
-712840053 821077490 -460301120
568109342 -820560490 -807970558
9281536 -736624133 -1031237417
855042038 -876981814 473920488
-428610447 -23571840 670437472
1045415342 689743630 -497799272
548186075 -627361793 353718345
-324358705 60709401 607620091
-392187123 -985020635 591131170
865888020 244001768 778092017
48872016 374279247 -521024908
-281025750 -659835462 669328035
137371235 534547537 694633777
-618071207 848158705 892677973
-568427586 431035777 507466708
800983317 596535658 -123852560
916385055 -637648967 -437802584
-715468119 833498104 509296056
-58786735 -882178861 18655092
-727085584 439858316 -576029730
-988629426 -707546854 -634159671
-31899571 1069292085 23314182
139050024 -302778802 -77968006
-495725057 -1042716732 190864367
114014474 -169725685 -652259128
8486186 -242974240 611746462
204407165 593318205 -133404543
-116989085 -1037697037 497137284
-399218125 709533703 942724542
172563600 -821538946 -447671089
723381436 1045086220 -309232639
1065908922 -400518212 778352623
846413289 -318147544 -458992286
537739235 1031164875 -127019495
454610779 863988724 782082027
-978121518 -718250447 -887763323
-669843564 778903795 -547733457
-45936973 268948645 833527490
-771700914 924217119 -463074495
645840121 855132283 575791677
-140279701 308005527 578334570
79072107 -800824007 777003590
-753689005 356875290 924778784
-395638437 127273824 -61110990
-63765289 -508291546 -109618372
-53489870 946839053 -274611288
-523899585 220761357 -574647471
-1048387308 -163352479 670926936
-466007817 -423457806 -378689535
-566179521 188994503 -609487973
-790878239 195711563 45486116
502835866 383112526 -618015446
-662696451 408967778 -583061420
-33892172 -665561169 -593159877
-1040521254 546194444 584435097
68418484 818075313 -846117526
212705512 418299594 1068301509
-293092983 790690018 -662956897
440492061 664501111 -303838501
851525080 765491628 -978895105
-787931613 388413986 -301925602
-659424978 896713128 186816914
-683703072 -1071986405 -141005227
-26504165 -556279672 304048285
939908084 207894416 968183465
-210139444 -532476946 1028072779
-873637721 188165475 -767785459
580453085 -296885908 1008027729
976912125 -509356329 251602052
-672220097 -871672174 894898553
859143538 262018423 148763128
340895241 718754556 -674901483
-268228504 695540183 46432664
689904688 -454993334 264786856
971988553 890241830 -907552898
-718092382 1068626079 256396254
967764877 809623672 348478708
-696631629 941448870 -1039828201
618167012 960168244 -691666167
-971157278 247616524 -568094286
-473715295 -437942345 -828147463
575377339 -354777873 322069490
-855067302 -325683628 465664365
-176955840 -426642798 -633346896
575766045 181944964 685862230
-743722494 -164626035 -414297222
520520641 579912098 701936898
-627006227 19284410 995476076
-572975226 1034827078 -313088110
656839607 466228424 854820886
710306286 527965239 1071567470
-472346528 1008926245 -622747494
167319583 -757316533 -229341206
1071214640 1009463966 33790886
726239066 755321052 447385303
480255311 -332026329 -191312957
890745406 -841861985 817942984
-840643609 593591656 117176052
293643234 10686681 -1011619047
-911276108 1051869674 370376306
731384937 610956010 478635360
1029735059 -768094227 -949610709
-831721090 1020266511 394594331
-495069482 -138406790 377768844
-782725796 -628647393 14883861
673746284 987262941 -284982498
175508745 935638268 333282396
358465607 401303658 463786203
-326768055 561203698 136435110
-191537323 -821642596 -1048389202
377390608 -138220542 743427538
186835569 -169986460 705849978
249845191 781011266 968501208
-2056527 670445052 -27909160
436222252 308746714 -178294006
210031305 -751189077 845686169
-864345383 -365473300 112305182
686351186 -470513988 576498320
-26351969 -786930046 -558756584
-589405671 290762046 1068005883
-77250410 -785419185 -295352217
-836827890 731703034 -100236677
32579032 -638071045 639603202
-1058990653 111443421 935728828
-527896763 418789513 -607713602
8252721 25475341 281389238
-192847059 419308026 794605228
-987804095 742924369 676324951
495888751 994516372 -616725092
-765551516 772255219 476278953
-56984800 -324483296 -362523760
568780994 -831696187 960048614
824871386 -365567740 -1019342158
-62867275 275093307 -761895199
-341641291 -511780848 -473226063
-79943203 -842385406 1069837226
-515773025 -232202751 -60339784
455632680 -319553636 841006265
-151391960 292944163 -38990165
70852778 42394922 193812684
-349406159 -1066660881 -513882821
242486642 476649967 -878408154
-32637360 914553714 1051102314
-493933999 492783413 -666022500
77790187 1049237312 -686818009
554494083 911924401 -141426894
-960677274 20369243 129603689
559279358 -94422378 706817465
1027564105 -258291675 347537644
299264719 239278445 592391979
-636221293 778565287 -719213941
-554634743 223523109 184204233
-728660318 -80367444 -407180206
-872023599 263973024 -566879350
815152836 -140446568 331496073
966531575 -342519103 -505708555
-1345497 156383332 413898317
-131130975 -1004744350 719072265
-203574003 690291271 -111257680
-143212541 824642501 686661234
525159983 -10762351 603820772
